Diabetes Prevalence,Without Health Insurance (BRFSS),Annual Checkup,Poor Mental Health,Obesity Prevalence,Education < 9th,Education 9-12 No Diploma,High School Diploma,Associate Degree,Aged 65 and Over,Unemployed,In Poverty,Households with No Vehicle,Rural,Broadband Internet Subscription,Broadband Internet Structural Availability
9.9,10.3,76.1,16.3,39.1,4.2,12.7,32.6,10.7,21.1,1.5,13.7,4.3,0,75.3,100.0
9.6,11.6,76.8,14.3,35.5,7.4,6.5,22.6,7.3,13.9,3.6,8.4,4.5,0,90.7,100.0
10.4,10.2,76.9,16.4,38.2,3.8,6.6,34.8,9.8,16.7,3.3,13.2,7.2,0,82.3,100.0
8.3,8.4,77.9,13.6,32.4,2.2,4.2,24.6,11.6,10.4,3.1,4.4,2.1,0,93.1,100.0
10.6,10.2,77.5,17.3,42.0,2.9,8.2,35.2,11.9,21.3,2.8,16.2,9.3,0,77.2,100.0
9.6,9.7,76.7,16.3,36.0,2.6,6.8,35.5,11.3,18.8,3.7,13.7,5.3,0,85.7,100.0
9.1,9.1,75.9,13.6,31.2,4.8,4.4,20.1,6.5,14.4,3.6,7.6,5.0,0,92.3,100.0
10.6,11.3,76.7,16.7,37.9,4.4,11.3,36.6,13.2,17.2,3.2,13.8,4.7,0,83.2,100.0
9.6,9.6,76.7,15.9,37.1,2.7,7.6,34.6,10.8,19.7,2.0,12.0,8.3,0,82.4,100.0
9.6,9.5,76.6,16.8,38.9,3.0,6.8,41.9,8.4,19.2,2.6,11.9,5.7,0,82.3,100.0
9.2,8.7,76.9,16.1,36.4,2.6,7.1,35.6,9.1,18.1,3.1,10.4,5.6,0,82.5,100.0
10.2,8.7,78.3,16.8,38.7,2.1,6.2,35.4,8.7,19.8,4.8,15.3,9.5,0,81.9,100.0
9.6,8.6,76.5,17.4,34.1,2.2,6.7,40.5,10.2,20.0,2.8,15.0,4.2,0,82.7,100.0
9.1,7.7,78.7,16.1,38.0,2.0,5.0,29.0,10.9,17.3,3.3,12.2,5.4,0,87.3,100.0
10.3,9.4,76.6,17.8,39.7,3.0,8.0,34.9,11.5,19.4,5.4,16.9,6.7,0,82.2,100.0
9.0,8.4,76.2,16.5,36.2,2.1,5.5,39.2,11.1,23.2,2.3,11.4,3.8,0,82.2,100.0
9.4,8.9,76.5,17.1,39.0,3.6,5.7,40.9,11.5,22.2,3.1,14.0,5.0,0,83.6,100.0
10.1,9.6,76.2,17.7,37.7,4.7,8.0,34.7,13.6,20.3,2.3,14.0,5.1,0,74.9,100.0
10.2,8.4,77.1,17.1,38.9,1.2,3.8,32.9,10.4,17.7,5.2,19.4,9.0,0,77.7,100.0
8.1,7.9,75.9,14.2,30.2,2.6,3.8,26.0,9.4,14.8,3.6,6.3,3.8,0,94.5,100.0
9.2,7.0,79.3,15.0,35.7,1.3,2.7,23.3,7.9,13.4,2.1,15.7,6.0,0,85.5,100.0
8.2,6.9,76.7,15.6,35.4,1.0,3.3,33.8,11.9,19.5,3.3,6.6,4.7,0,86.0,100.0
9.1,8.4,76.2,16.6,36.6,2.2,5.3,38.5,11.7,21.3,2.5,10.0,5.1,0,86.0,100.0
7.3,6.0,76.8,14.3,31.6,0.7,4.0,25.6,9.7,17.7,1.7,3.2,2.8,0,89.7,100.0
9.9,9.5,76.3,16.8,37.4,2.7,9.5,39.9,9.1,20.0,2.3,14.6,6.5,0,80.6,100.0
10.1,9.5,76.9,17.0,38.3,2.6,8.0,38.9,7.7,19.8,3.5,13.0,7.5,0,78.0,100.0
8.8,8.7,76.3,16.7,35.0,8.6,4.8,33.1,10.2,18.7,2.3,8.6,11.6,0,79.4,100.0
9.1,9.4,76.5,16.0,34.8,3.3,5.8,34.1,11.2,18.7,4.1,8.8,6.5,0,83.2,100.0
10.1,8.5,77.1,15.9,36.1,2.4,5.4,27.4,9.5,17.1,4.5,15.6,9.1,0,84.4,100.0
10.8,11.4,76.2,17.3,39.5,3.7,12.7,37.0,11.2,18.6,2.2,19.0,7.3,0,82.6,100.0
7.8,6.8,76.2,15.1,34.2,1.3,5.0,32.1,11.6,19.5,3.0,5.8,2.3,0,83.6,100.0
9.9,9.1,76.4,17.4,38.0,1.9,7.0,41.3,8.8,20.8,3.5,13.7,5.1,0,78.0,100.0
10.3,9.9,76.5,17.6,37.9,4.2,6.7,43.2,7.7,25.6,3.1,21.5,6.0,0,62.5,100.0
12.4,10.5,78.3,18.0,41.7,3.0,7.7,40.0,9.2,22.3,2.7,18.2,9.3,1,60.2,100.0
8.7,8.5,76.2,15.8,35.6,1.9,4.8,39.7,12.2,22.8,2.4,9.6,4.0,0,83.1,99.97
10.4,10.8,76.5,16.9,39.0,3.6,11.3,38.4,8.6,18.7,2.5,13.2,6.2,0,82.2,100.0
9.3,8.2,76.6,16.8,37.1,1.7,5.9,31.2,15.7,20.2,3.0,13.5,6.8,0,83.7,100.0
10.5,10.2,79.0,16.2,38.2,3.7,7.2,29.6,10.6,19.3,4.0,14.7,8.8,0,86.7,100.0
10.1,9.3,76.6,17.7,38.3,4.5,7.6,29.2,13.8,19.8,4.1,17.0,9.0,0,74.9,100.0
9.1,7.7,78.3,15.6,34.8,1.7,5.5,27.6,8.6,17.9,3.3,14.1,7.5,0,82.2,100.0
9.7,9.0,76.4,16.6,38.0,2.1,5.5,38.6,10.0,23.5,3.5,17.2,4.3,0,84.4,100.0
8.9,8.0,76.5,16.4,36.0,1.5,4.5,44.4,10.5,20.2,2.5,12.1,3.9,0,83.2,100.0
8.8,7.9,75.8,16.4,36.1,1.5,5.3,42.8,11.3,22.6,2.3,9.0,4.3,0,81.2,100.0
11.2,8.3,78.9,15.7,43.7,2.3,5.4,27.3,10.6,15.9,3.6,13.6,7.5,0,83.9,100.0
9.2,8.7,76.1,16.7,35.8,2.7,7.8,39.1,11.1,22.5,2.1,13.3,4.0,0,81.9,100.0
9.9,8.8,77.8,16.7,38.5,2.4,5.7,33.6,10.6,23.1,4.1,14.1,9.4,0,83.4,100.0
8.4,7.4,77.1,15.7,35.6,1.9,4.9,30.4,11.6,18.7,2.6,8.9,5.9,0,85.8,100.0
9.9,9.8,76.6,17.0,36.6,4.2,6.6,35.3,8.0,21.1,3.6,19.5,10.2,0,66.5,100.0
11.1,10.5,77.3,17.5,38.0,2.4,7.3,41.1,11.1,19.2,3.7,18.6,9.1,0,79.9,100.0
9.6,8.6,76.4,17.0,36.7,1.7,6.4,33.2,18.8,21.0,2.8,13.9,10.7,0,78.4,100.0
9.6,9.7,76.6,16.2,37.2,4.4,7.7,33.8,8.9,18.9,5.2,12.2,5.6,0,84.4,100.0
8.3,7.4,75.8,15.8,35.4,3.1,4.8,33.1,15.1,20.8,3.2,7.5,3.0,0,82.3,100.0
9.8,9.4,76.0,17.7,36.9,5.6,7.0,34.8,16.2,21.2,2.2,14.5,7.9,0,75.1,100.0
10.1,9.3,76.4,17.9,38.8,3.3,7.0,34.1,15.9,21.4,2.0,15.3,6.6,0,76.6,100.0
9.6,9.9,76.9,16.1,38.0,3.0,5.6,37.9,10.6,20.6,2.5,12.1,5.1,0,82.8,100.0
9.1,8.8,77.4,13.9,33.8,3.8,4.7,26.0,8.6,13.2,3.6,6.8,3.4,0,91.7,100.0
9.4,8.1,76.5,16.3,35.1,2.4,4.9,29.8,10.8,18.8,2.7,13.9,7.0,0,82.1,100.0
10.9,10.9,77.3,16.7,42.1,4.1,7.7,31.3,9.5,17.5,5.0,15.9,8.5,0,85.5,100.0
7.8,6.5,76.6,14.9,33.9,1.4,4.3,28.1,11.6,17.8,2.2,6.2,3.5,0,87.0,100.0
11.4,11.1,71.9,18.7,39.5,9.6,4.1,44.3,10.3,15.1,1.9,15.3,12.7,0,75.3,100.0
11.1,9.1,74.8,16.2,38.4,4.5,5.5,28.2,10.9,14.6,3.3,12.3,5.7,0,88.5,100.0
10.0,8.4,74.1,15.4,36.4,2.6,5.8,30.4,8.7,16.0,2.5,11.6,5.2,0,87.9,100.0
11.5,10.9,72.3,18.5,41.3,3.3,8.3,40.2,7.6,17.2,2.5,16.7,3.5,0,85.2,100.0
11.8,10.4,74.3,18.9,40.9,2.3,6.8,49.5,7.9,21.2,2.4,18.2,10.2,0,80.5,100.0
8.2,6.1,72.7,14.2,34.3,2.0,3.6,19.0,9.1,13.3,2.2,5.9,2.4,0,92.0,100.0
9.4,7.8,74.4,16.7,35.5,1.5,5.4,34.2,9.4,24.5,2.9,8.7,2.6,0,84.8,100.0
9.8,9.4,72.1,17.1,40.2,2.8,8.1,42.4,11.5,19.4,2.0,6.5,3.3,0,79.6,99.99
11.7,12.9,71.4,17.7,40.0,6.8,8.5,41.3,10.0,17.7,2.7,13.3,4.9,0,78.5,100.0
10.3,8.9,75.6,16.8,39.2,2.5,6.6,35.0,10.6,15.7,2.6,10.0,4.6,0,81.9,100.0
10.0,8.7,72.8,17.6,41.1,2.4,6.5,41.6,13.2,18.2,2.8,9.5,4.0,0,84.1,100.0
10.9,12.0,71.5,17.3,37.5,4.9,8.3,45.4,9.3,16.4,2.3,10.6,6.1,0,79.1,100.0
12.2,11.7,73.0,19.5,42.7,3.9,13.2,46.9,6.5,19.7,1.7,19.2,3.8,0,64.5,100.0
11.0,11.8,71.7,18.6,35.6,14.3,8.8,33.7,13.5,15.3,1.6,11.0,15.7,0,76.4,100.0
9.9,9.0,73.1,17.4,37.6,2.3,6.8,43.5,9.5,16.1,2.6,10.4,5.1,0,81.7,100.0
9.6,8.0,73.3,16.6,36.7,2.3,6.9,38.2,9.2,17.7,2.0,9.3,4.5,0,86.5,100.0
9.8,8.3,72.8,17.0,40.3,3.2,5.1,44.5,9.2,16.6,2.6,10.3,4.1,0,84.4,100.0
11.3,9.5,75.3,17.9,38.9,2.1,7.4,33.6,10.0,16.9,3.7,20.6,7.7,0,83.2,100.0
9.7,9.2,74.8,16.5,38.8,4.3,5.7,37.8,11.8,17.3,1.5,10.3,4.7,0,83.5,100.0
10.9,12.5,74.9,17.3,38.2,8.4,9.7,34.6,7.5,14.6,2.9,11.4,8.3,0,86.3,100.0
11.2,10.7,73.8,19.0,40.8,4.7,10.4,44.4,8.1,20.2,2.9,17.0,7.6,0,81.1,100.0
9.4,8.0,75.0,16.6,36.8,2.1,6.6,30.8,9.5,16.1,2.7,9.5,6.2,0,83.0,100.0
10.6,9.5,73.4,17.9,38.0,3.6,8.5,43.8,9.7,19.5,3.0,11.0,4.8,0,86.5,100.0
9.5,8.5,73.9,16.9,34.4,4.4,7.3,40.3,7.9,18.5,1.4,6.9,6.3,0,79.7,100.0
10.6,10.0,72.4,17.6,35.9,3.1,9.4,39.8,7.7,19.3,4.0,14.2,5.4,0,84.7,100.0
10.0,8.7,74.5,17.4,36.7,2.1,6.5,41.8,11.9,17.2,1.8,10.8,3.9,0,84.2,100.0
11.1,10.0,74.0,18.6,39.7,3.7,8.0,37.7,9.9,18.8,4.3,18.8,7.5,0,81.6,100.0
10.6,9.4,73.0,18.1,37.2,3.0,8.6,39.3,11.1,19.2,3.5,12.8,5.2,0,77.0,100.0
8.1,5.3,76.0,12.9,28.5,0.8,1.9,14.4,7.2,12.5,2.2,4.0,1.9,0,95.6,100.0
8.7,7.1,75.1,15.4,32.7,1.5,5.2,30.1,9.5,16.2,2.1,4.8,2.8,0,90.7,100.0
9.9,8.6,73.5,17.5,37.9,2.3,7.5,42.1,7.9,17.6,2.7,8.4,4.2,0,77.8,100.0
9.0,6.8,73.2,14.3,33.8,1.4,3.5,26.6,8.4,13.9,1.8,5.2,2.7,0,92.3,100.0
10.5,9.5,73.5,17.4,38.1,2.2,7.0,42.7,8.8,18.6,2.6,13.7,3.5,0,81.6,100.0
10.8,8.9,75.0,17.2,41.9,2.9,6.2,37.6,9.6,19.0,3.4,11.6,5.6,0,84.4,100.0
10.1,8.6,72.0,17.2,37.9,2.1,5.1,42.2,10.2,17.1,1.7,10.5,3.0,0,82.3,100.0
10.9,10.4,73.2,17.3,40.8,3.9,6.9,41.6,7.9,16.1,2.6,13.4,6.2,0,79.4,100.0
9.9,9.2,71.5,17.0,34.6,1.8,6.7,44.9,8.4,17.7,2.6,8.1,2.8,0,85.4,100.0
11.1,10.6,73.0,18.7,38.2,4.6,7.4,47.1,8.5,17.8,2.6,14.7,9.1,0,74.5,100.0
10.2,9.2,72.2,18.0,39.2,3.9,6.5,40.8,10.7,17.9,2.1,13.8,4.9,0,78.9,100.0
10.6,9.4,73.2,18.0,38.2,2.5,8.5,42.5,7.8,16.3,2.7,12.5,3.5,0,83.8,100.0
9.5,7.4,74.0,16.1,39.3,2.3,4.9,31.0,8.6,14.5,2.3,7.6,2.6,0,90.2,100.0
10.6,9.3,71.9,17.7,39.9,3.2,8.2,35.4,15.3,17.6,2.1,15.1,7.3,0,83.8,100.0
9.7,9.5,73.2,16.5,36.9,5.0,7.3,34.9,7.8,16.6,2.4,8.9,5.1,0,85.2,100.0
10.5,12.9,72.2,18.4,35.7,32.7,7.8,28.7,5.9,13.7,2.1,5.3,27.7,1,64.5,100.0
11.5,10.5,75.6,17.0,36.3,2.7,7.9,39.8,8.6,17.8,3.1,14.3,5.8,0,84.9,100.0
12.0,11.6,73.6,16.4,41.1,3.9,6.3,35.4,8.5,16.5,4.4,14.7,7.8,0,84.9,100.0
10.0,8.9,72.5,17.6,41.9,3.4,7.8,38.0,10.9,19.8,2.3,11.0,5.7,0,80.1,100.0
11.0,10.0,74.2,17.6,43.4,2.6,7.7,39.9,9.3,18.1,3.4,15.1,6.3,0,83.3,100.0
12.0,10.8,74.0,16.7,37.2,4.7,8.4,27.5,7.7,12.5,3.8,15.9,8.3,0,85.3,100.0
10.4,11.1,72.6,17.4,36.6,5.3,9.2,37.1,7.5,17.6,2.2,11.4,6.1,0,75.6,100.0
10.2,9.5,72.7,17.9,39.6,3.3,9.3,43.1,13.2,19.6,1.3,12.4,3.2,0,77.8,100.0
11.3,10.8,71.7,17.8,37.9,4.4,9.2,42.4,9.1,17.2,2.7,15.6,5.8,0,80.4,100.0
10.5,7.5,74.1,16.7,33.6,1.4,4.7,21.0,7.7,13.1,3.9,21.8,7.7,0,89.1,100.0
10.5,9.6,73.3,16.9,35.8,1.9,7.6,41.9,7.7,17.6,2.6,12.2,5.2,0,87.6,100.0
10.2,8.7,71.1,17.1,37.3,2.1,9.4,39.9,8.9,16.7,2.7,8.9,3.2,0,86.5,100.0
10.4,10.5,73.1,17.5,36.7,3.5,8.7,45.6,8.9,19.0,5.2,11.3,3.7,0,88.2,100.0
10.3,10.8,73.4,17.2,40.3,9.4,7.8,39.4,7.9,15.8,2.3,7.3,8.6,0,81.6,100.0
9.7,8.8,73.6,17.4,36.7,3.3,7.3,42.6,8.2,21.8,0.9,10.0,5.8,0,79.7,100.0
10.9,10.4,73.3,18.6,37.8,5.1,10.0,44.7,8.3,19.6,1.9,13.6,5.5,0,79.6,100.0
11.3,10.2,73.4,18.3,36.9,3.9,10.2,44.0,8.1,19.7,3.5,14.2,3.1,0,78.8,100.0
11.8,10.8,73.1,19.7,42.2,7.7,7.4,38.8,10.1,19.2,3.2,15.5,8.2,0,74.4,100.0
9.9,9.0,72.4,16.6,39.6,2.3,6.9,45.8,9.7,18.5,2.0,10.6,5.5,0,79.5,100.0
10.0,9.2,73.4,17.6,37.9,3.4,8.4,45.1,9.5,20.4,2.1,10.1,4.0,0,73.8,100.0
9.8,8.5,73.6,16.0,37.8,1.9,4.0,34.4,8.7,16.5,2.7,10.1,3.9,0,88.2,100.0
9.2,7.6,73.6,16.4,37.7,2.0,5.4,36.5,11.3,18.9,2.0,9.3,4.2,0,85.2,100.0
10.8,10.2,73.4,18.0,40.4,2.7,10.1,45.5,7.1,19.3,3.3,11.5,5.7,0,83.6,100.0
10.6,8.9,72.4,17.0,36.2,3.7,7.2,41.1,8.7,16.5,1.1,9.8,3.6,0,83.9,100.0
10.5,9.8,74.0,17.8,38.0,2.7,8.2,41.7,8.1,19.8,3.6,12.2,5.4,0,78.9,100.0
9.7,8.7,73.2,17.0,38.6,2.9,6.9,41.0,10.4,17.7,2.8,10.2,5.3,0,80.6,100.0
10.7,9.6,73.6,18.1,39.1,2.3,7.9,45.4,7.9,17.9,4.0,11.5,3.9,0,77.7,100.0
11.4,11.1,72.6,19.0,38.1,6.1,12.9,41.6,7.6,16.8,2.7,16.6,5.9,0,79.2,100.0
10.1,9.3,71.9,16.9,40.0,3.0,7.9,44.0,8.1,16.9,2.2,9.3,4.7,0,82.9,100.0
9.7,8.6,73.5,17.0,39.2,2.0,6.6,41.2,12.5,19.8,2.1,7.4,3.2,0,76.4,100.0
11.1,9.5,74.6,17.0,36.1,2.4,6.6,29.6,8.9,15.7,3.1,14.4,6.7,0,84.1,100.0
11.0,10.7,73.4,18.6,41.8,5.2,9.2,44.8,7.4,18.6,3.2,14.8,5.9,0,76.8,100.0
9.9,8.6,73.4,16.5,40.0,1.9,5.8,39.6,9.9,20.3,4.2,10.3,4.5,0,82.1,100.0
11.9,10.7,73.0,18.3,37.8,3.8,8.8,42.5,13.2,17.5,3.0,14.0,5.6,0,75.5,100.0
11.6,11.2,72.5,19.1,41.4,4.6,10.5,51.3,7.8,17.7,2.8,20.6,7.7,0,72.1,100.0
10.8,8.8,70.3,16.1,32.6,2.5,5.0,26.9,7.7,11.5,2.5,18.4,8.2,0,87.2,100.0
9.8,8.6,72.9,16.8,38.5,2.1,7.3,40.7,9.5,20.9,2.1,10.6,1.1,0,84.8,100.0
9.8,8.9,72.9,17.2,38.1,2.0,9.8,39.2,9.1,19.4,2.4,5.1,3.8,0,79.1,100.0
11.0,8.7,75.8,18.0,42.4,2.3,6.7,31.6,11.0,16.9,3.0,15.2,7.6,0,86.7,100.0
10.8,9.4,73.0,18.0,40.9,1.8,6.7,41.2,10.8,19.9,4.3,15.2,4.6,0,85.3,100.0
12.1,9.6,74.9,17.6,38.5,2.3,8.1,33.6,9.2,16.2,3.9,19.8,7.8,0,85.2,100.0
10.4,9.3,73.1,17.7,39.5,2.5,7.6,42.5,8.9,20.3,2.3,12.4,4.9,0,82.9,100.0
9.9,8.3,73.4,16.9,38.7,1.5,5.0,43.1,11.7,20.7,1.7,11.5,2.6,0,86.1,99.98
8.7,6.7,75.0,15.5,33.2,1.7,3.8,28.3,12.9,17.4,2.4,5.6,2.0,0,89.1,100.0
11.1,10.1,73.0,18.5,41.3,4.7,8.6,42.4,10.3,17.2,2.3,12.2,6.7,0,75.3,100.0
11.1,10.0,72.2,18.4,37.8,4.0,7.9,36.7,9.6,18.8,2.7,16.4,7.6,0,81.1,100.0
9.7,8.5,73.4,16.8,37.7,1.5,5.3,42.9,12.1,17.8,1.6,7.0,3.9,0,79.5,100.0
10.0,10.0,73.1,16.9,38.4,3.2,7.7,39.8,9.4,19.7,3.1,8.6,2.6,0,86.3,100.0
9.4,8.1,72.2,16.4,36.7,2.6,5.2,36.6,12.4,17.9,3.3,9.1,3.4,0,86.1,100.0
10.6,11.7,71.2,17.0,41.7,2.6,4.8,36.2,10.7,20.2,3.7,16.3,8.2,0,77.3,100.0
9.9,12.2,70.9,16.9,39.2,8.1,6.3,37.7,8.3,20.8,3.5,13.0,7.1,0,71.2,100.0
10.2,10.8,71.8,16.4,43.7,2.5,3.6,42.4,7.0,17.0,2.9,13.9,8.1,0,81.0,100.0
10.2,11.6,70.5,16.7,38.6,1.6,7.1,34.4,10.4,22.0,1.5,19.6,6.2,1,83.0,100.0
10.6,14.2,74.0,16.4,39.7,3.9,7.5,30.8,11.0,19.7,2.4,15.5,6.2,0,82.1,100.0
10.0,11.3,73.6,16.8,40.7,3.6,6.3,31.5,9.7,19.4,2.1,13.4,4.1,0,80.1,100.0
10.7,11.6,71.5,16.9,37.7,0.9,5.5,38.0,11.3,19.9,3.4,14.6,4.5,0,79.8,100.0
9.4,9.7,73.9,15.6,39.9,1.9,4.4,26.6,10.4,15.2,2.1,9.5,3.9,0,86.4,100.0
9.8,11.5,71.9,15.9,38.9,2.6,3.9,32.0,7.9,23.8,0.4,6.7,4.7,0,77.0,100.0
11.6,13.5,70.2,18.0,43.2,2.8,9.1,33.5,11.1,24.5,4.3,17.9,5.3,1,70.7,100.0
10.6,12.0,72.2,17.4,42.8,3.4,8.3,32.0,9.1,19.2,0.8,12.9,7.4,0,78.5,100.0
10.5,12.7,71.9,16.6,39.1,1.4,6.5,33.5,11.2,26.4,1.5,15.8,4.0,1,82.9,100.0
9.4,11.2,71.4,15.3,38.9,2.1,3.5,29.2,12.2,24.3,0.6,10.0,2.8,1,81.0,100.0
9.3,10.1,73.7,15.5,38.3,2.2,3.6,36.1,8.4,24.1,1.2,7.9,6.7,0,75.1,100.0
10.2,11.0,72.1,16.8,37.8,2.6,2.4,31.7,15.4,20.8,2.9,11.4,3.1,0,78.0,100.0
9.4,10.5,71.2,15.8,38.2,2.2,4.0,32.5,10.5,21.5,2.7,12.2,5.6,0,84.4,100.0
8.9,10.4,72.3,15.3,38.1,1.7,2.6,32.2,9.2,27.9,2.4,6.4,3.0,1,78.6,100.0
11.9,12.9,74.8,17.7,43.5,3.0,5.1,30.0,12.1,18.1,3.4,13.7,5.4,0,81.9,100.0
11.1,12.1,72.5,17.6,39.7,2.8,4.0,29.0,9.2,15.1,2.6,20.5,9.1,0,81.8,100.0
9.4,10.8,70.8,16.1,37.6,1.4,5.2,33.2,11.2,27.6,2.7,13.7,3.4,1,83.6,100.0
9.2,10.3,71.7,15.7,38.2,1.8,4.9,31.6,10.4,19.6,1.9,8.7,5.0,0,82.9,100.0
10.1,11.3,71.4,16.9,40.4,3.8,5.1,34.3,8.1,19.6,1.1,15.8,4.8,0,81.4,100.0
9.3,9.0,71.3,15.8,32.1,1.0,2.8,18.7,6.5,12.5,3.1,16.5,5.6,0,89.9,100.0
10.6,15.4,71.8,16.0,39.7,6.1,6.6,33.8,9.9,21.7,1.4,10.1,3.5,1,81.5,100.0
11.3,13.6,71.0,17.7,42.9,3.2,9.6,37.8,5.7,27.9,2.5,14.3,7.8,1,74.1,100.0
9.4,10.2,73.9,15.2,37.9,1.6,4.3,27.5,9.2,15.4,2.6,15.6,5.2,0,88.1,100.0
10.1,12.1,71.2,15.3,39.4,1.7,6.6,34.5,8.7,20.9,2.0,10.4,3.5,0,83.7,100.0
13.0,21.9,69.7,14.8,39.0,15.9,12.2,24.0,7.7,11.0,3.8,13.2,5.5,0,82.7,100.0
12.6,23.0,71.2,15.0,44.1,16.0,9.0,24.1,10.6,10.9,2.7,12.3,4.4,0,84.0,100.0
9.4,10.9,72.0,16.2,40.6,2.8,4.4,37.5,8.8,16.5,1.9,8.8,3.8,0,78.2,100.0
12.3,13.4,73.7,17.2,42.5,2.4,3.8,24.8,14.1,8.3,2.5,18.1,4.0,0,87.2,100.0
9.2,10.2,71.9,15.6,38.6,1.9,3.8,39.3,12.7,24.8,2.0,6.5,1.1,1,75.2,100.0
10.6,11.7,69.9,16.5,36.7,2.2,4.0,35.5,11.0,26.2,2.6,9.2,4.3,1,83.8,100.0
10.7,19.4,68.4,14.5,36.1,19.5,1.4,23.7,10.1,13.2,1.6,8.7,1.3,0,89.5,100.0
9.0,14.0,69.1,15.3,37.5,17.3,5.1,22.9,10.0,14.9,1.3,4.7,0.7,1,85.1,100.0
10.1,13.9,71.8,15.1,39.5,8.9,3.2,23.5,15.8,19.1,0.0,11.1,4.2,1,87.3,100.0
10.2,11.7,72.2,17.0,41.1,2.4,5.2,36.5,9.1,24.7,1.4,13.4,6.8,0,74.0,100.0
10.9,19.1,70.0,15.5,40.5,8.1,10.7,39.9,6.1,13.2,0.0,7.4,2.8,1,77.0,100.0
11.1,13.6,71.4,17.4,40.8,3.3,7.6,38.2,6.6,22.4,2.3,17.6,2.5,1,76.8,100.0
9.3,11.4,71.9,15.4,39.7,4.0,4.3,23.2,10.3,19.4,2.3,9.8,4.4,0,83.1,100.0
11.3,19.5,70.8,16.4,40.5,18.7,8.9,23.2,9.0,13.8,2.1,9.9,1.7,1,89.2,100.0
9.0,10.7,70.6,15.1,36.3,4.2,4.4,24.4,11.4,21.8,2.9,10.1,0.0,0,81.2,100.0
9.6,10.8,73.5,16.0,40.2,1.6,4.1,40.1,7.6,19.0,2.5,9.8,4.1,0,83.3,100.0
8.7,9.6,70.8,15.4,33.6,1.5,3.7,39.2,7.6,18.7,2.4,6.4,4.8,0,87.0,100.0
10.3,11.6,72.3,16.7,41.6,1.7,5.5,37.2,10.8,30.1,0.7,18.5,5.1,1,74.7,100.0
7.1,7.2,74.7,12.3,29.2,1.5,2.2,13.8,7.6,14.6,2.2,5.1,3.1,0,94.6,100.0
12.3,19.7,71.0,16.6,43.6,13.4,8.9,35.7,8.3,15.1,1.3,15.5,1.4,1,85.1,100.0
9.3,10.6,71.9,15.6,37.7,2.2,6.6,31.4,7.6,21.2,2.2,9.1,3.5,0,75.9,100.0
9.2,10.5,71.7,15.7,35.2,3.5,8.4,29.0,10.9,22.1,2.4,5.0,3.2,1,75.6,100.0
10.9,12.2,67.6,17.4,43.3,3.6,6.4,31.2,12.3,19.0,1.8,15.9,4.7,0,81.1,100.0
9.6,11.4,71.9,15.9,42.2,0.0,4.3,28.4,12.4,19.3,0.2,9.8,2.3,1,82.2,100.0
10.0,10.1,72.9,14.9,38.5,2.2,4.8,28.0,8.4,14.4,3.0,8.6,4.6,0,88.5,100.0
9.7,10.3,71.7,16.2,39.0,1.7,2.8,26.2,12.0,24.5,1.5,11.8,3.5,1,76.2,100.0
9.8,10.8,72.6,16.3,38.0,1.9,4.5,38.7,8.7,22.1,2.5,11.8,5.0,0,71.9,100.0
9.8,11.4,71.9,16.0,40.2,4.5,3.0,31.1,15.4,20.7,0.5,10.3,3.0,1,88.9,100.0
11.2,14.5,72.9,16.3,42.1,6.5,5.1,31.6,7.3,14.8,2.3,15.0,5.8,0,85.5,100.0
9.2,10.4,69.3,16.0,37.3,2.6,5.5,30.1,9.4,23.0,2.9,9.0,2.8,0,78.6,100.0
9.3,11.0,70.9,16.3,39.9,3.0,5.6,39.3,12.2,22.0,1.7,10.2,4.0,0,81.4,100.0
8.9,9.7,71.6,14.7,35.9,4.5,3.8,26.0,11.1,19.5,1.0,9.2,4.2,0,85.4,100.0
10.3,14.7,70.1,15.8,40.1,8.2,7.3,23.0,13.4,16.4,1.1,8.1,2.3,1,86.9,100.0
8.0,8.6,75.0,14.3,39.5,1.7,3.0,30.1,8.6,16.7,1.9,6.2,2.6,0,81.4,100.0
9.2,10.0,72.5,15.5,38.4,0.7,4.5,25.7,15.0,23.1,1.0,12.8,4.5,0,83.9,100.0
11.4,12.9,70.3,17.4,43.5,2.7,7.3,32.0,11.4,19.0,2.6,17.6,7.5,0,80.5,100.0
9.3,10.9,71.8,15.7,36.9,2.6,4.6,35.3,9.3,24.7,2.1,11.2,4.5,0,79.8,100.0
10.8,16.0,72.2,15.9,39.4,5.2,7.1,35.9,14.0,19.0,1.3,12.1,1.9,1,84.4,100.0
8.5,9.7,69.6,14.9,37.7,2.7,3.9,37.3,11.7,19.4,1.1,8.3,4.4,0,81.3,100.0
10.4,11.6,73.6,16.9,40.1,3.0,6.0,30.5,13.7,19.7,2.9,14.2,4.4,0,77.2,100.0
9.3,11.9,71.6,15.4,38.4,3.8,4.8,33.1,11.4,24.4,0.4,9.2,1.8,1,81.1,100.0
9.6,11.4,70.0,15.1,37.7,1.8,7.9,30.8,7.7,20.7,0.7,6.6,2.3,0,89.0,100.0
9.4,10.8,71.8,16.4,43.5,2.3,6.0,39.0,8.1,19.9,2.0,11.4,2.4,0,82.7,100.0
9.4,10.3,71.2,16.2,39.0,2.8,3.1,34.2,14.0,24.6,1.7,13.5,3.8,1,81.1,100.0
9.8,10.4,72.2,16.2,39.9,1.3,3.8,33.2,9.1,20.2,2.6,11.3,3.5,0,77.6,100.0
