Diabetes Prevalence,Without Health Insurance (BRFSS),Annual Checkup,Poor Mental Health,Obesity Prevalence,Education < 9th,Education 9-12 No Diploma,High School Diploma,Associate Degree,Aged 65 and Over,Unemployed,In Poverty,Households with No Vehicle,Rural,Broadband Internet Subscription,Broadband Internet Structural Availability
16.1,19.1,79.3,21.1,43.9,6.5,14.8,42.5,7.1,16.4,3.6,31.2,12.4,0,58.1,100.0
11.1,12.5,73.7,16.9,40.8,2.8,6.7,26.1,11.3,14.0,3.5,12.0,3.0,0,85.4,100.0
13.1,17.1,78.1,18.1,36.7,4.7,13.3,34.4,9.4,19.1,3.5,16.4,7.5,0,72.3,100.0
14.7,16.9,79.7,19.2,43.4,3.8,11.6,42.4,8.3,21.8,3.3,17.8,6.5,0,73.6,100.0
13.2,14.7,81.5,18.2,39.7,3.7,10.0,32.8,10.9,17.0,2.7,17.6,7.6,0,76.1,100.0
10.7,13.1,78.1,17.5,38.2,3.2,7.1,27.6,10.1,28.0,3.6,16.5,5.3,0,78.8,100.0
9.6,12.5,75.0,15.8,33.0,3.5,6.8,23.2,9.3,15.8,2.5,11.2,5.6,0,88.6,100.0
12.9,14.9,78.1,18.5,40.3,4.2,9.8,31.7,13.7,18.5,3.3,17.1,8.4,0,78.2,100.0
15.5,18.4,79.1,19.5,41.8,6.5,12.1,44.1,8.8,18.8,5.6,20.5,9.1,0,78.1,100.0
10.7,14.0,74.1,18.4,35.9,2.7,6.2,32.8,10.4,24.5,3.3,13.8,4.4,0,88.1,100.0
13.0,17.2,77.3,17.3,39.5,2.7,8.5,36.5,8.6,20.1,4.2,18.5,4.2,0,74.7,100.0
11.2,13.7,76.7,17.7,35.5,3.3,6.9,35.7,10.8,18.4,3.2,14.7,3.7,0,83.9,100.0
10.3,12.9,76.3,16.6,32.9,3.8,8.3,28.0,11.3,20.9,2.8,12.1,4.0,0,85.1,100.0
12.9,16.2,77.4,18.9,43.2,5.9,12.0,35.7,10.1,18.3,3.6,20.8,6.1,0,79.8,100.0
15.0,18.1,80.4,18.9,44.3,6.3,11.4,39.3,7.7,18.8,3.7,22.8,12.3,0,69.9,100.0
10.2,12.0,76.7,17.9,38.0,3.0,6.6,27.2,10.0,15.9,3.0,11.9,4.5,0,88.8,100.0
15.9,19.3,80.0,20.3,41.8,6.0,13.6,47.6,6.7,19.9,3.4,25.6,12.7,0,58.0,100.0
16.6,20.9,79.1,20.2,43.9,6.5,13.7,48.0,7.0,17.7,3.9,28.0,14.0,0,60.9,100.0
12.3,15.3,78.3,17.0,36.4,4.7,11.8,35.2,12.7,34.8,2.6,15.4,5.3,0,77.4,100.0
12.1,15.1,77.9,18.0,41.3,4.6,9.2,34.1,11.2,19.7,2.7,15.7,5.7,0,76.8,100.0
10.8,13.8,74.9,17.9,35.4,4.4,9.4,28.5,10.8,23.1,3.3,15.4,5.7,0,79.1,100.0
15.5,16.2,80.9,19.1,42.8,4.1,11.6,31.7,14.5,19.8,5.1,24.8,8.1,0,74.4,100.0
10.3,13.3,73.0,18.0,33.3,4.0,9.4,29.6,10.9,16.6,2.5,17.2,6.6,0,81.5,100.0
12.4,11.9,80.6,17.0,37.3,2.3,5.9,21.7,8.8,12.9,3.9,16.8,6.5,0,85.8,100.0
13.1,19.3,77.0,18.7,40.3,9.8,8.9,35.0,10.7,19.7,2.3,17.5,5.8,0,74.6,100.0
11.5,13.8,76.6,17.7,34.5,4.3,8.2,30.8,10.6,16.0,3.1,13.9,5.2,0,84.1,100.0
13.9,14.7,80.0,18.0,41.9,3.7,8.2,31.7,10.9,16.4,4.6,18.1,8.6,0,80.0,100.0
13.4,16.6,77.9,20.4,41.1,5.3,11.9,38.1,10.3,20.0,4.9,20.9,8.5,0,76.9,100.0
16.1,16.9,80.9,18.9,46.5,4.6,11.4,42.7,8.9,21.1,2.2,22.4,14.8,0,63.7,100.0
10.1,11.1,75.4,16.1,33.6,2.6,5.8,23.8,10.5,14.4,3.3,9.2,3.7,0,90.5,100.0
8.2,9.8,72.2,12.8,38.8,5.2,4.8,37.6,18.1,16.8,0.2,7.2,1.1,1,73.9,100.0
9.8,11.6,71.2,13.2,36.9,8.8,5.4,33.7,10.7,17.8,1.5,12.2,6.0,0,79.6,100.0
14.7,13.6,71.9,17.1,43.0,2.8,9.0,30.6,10.5,11.8,5.9,34.9,7.8,1,67.8,100.0
9.5,10.6,71.0,13.4,36.8,4.2,7.1,33.4,11.7,19.9,1.5,11.5,4.1,1,77.4,100.0
8.8,7.2,75.0,12.0,33.6,1.2,2.5,24.6,9.5,12.2,2.9,12.1,5.4,0,87.5,100.0
8.8,8.0,74.0,12.4,36.7,2.5,4.3,30.7,11.6,17.3,2.1,10.4,7.1,0,83.1,100.0
9.5,10.4,72.5,14.4,38.8,6.9,5.0,34.9,12.0,18.2,2.3,14.9,5.6,1,78.1,100.0
18.4,17.0,73.2,19.4,47.2,2.1,16.7,41.1,10.1,7.5,10.6,37.5,13.7,1,61.7,100.0
9.2,10.4,72.4,14.4,37.8,2.7,5.9,40.5,8.5,19.3,6.1,9.3,3.4,0,85.4,100.0
7.9,9.3,71.3,12.7,32.1,4.5,8.2,31.0,6.9,23.8,2.4,5.3,4.9,1,71.3,100.0
11.6,11.5,72.7,15.7,40.1,4.8,7.0,35.0,14.1,17.9,5.2,23.6,6.5,1,74.1,100.0
8.4,9.0,71.2,13.0,33.0,2.9,3.3,44.9,9.1,21.5,3.5,5.4,2.7,1,81.4,100.0
9.2,8.2,72.3,13.5,35.6,1.5,3.6,25.7,7.5,11.7,4.5,20.1,6.4,0,89.6,100.0
9.0,9.2,74.0,13.1,37.2,3.4,5.1,38.7,14.3,17.4,1.1,11.8,5.0,0,83.9,100.0
16.6,15.9,70.6,18.3,43.7,1.7,12.3,36.0,13.8,11.2,14.8,43.5,10.3,1,71.5,100.0
8.8,9.1,72.5,13.3,38.1,3.0,4.0,36.1,9.7,30.4,2.3,11.4,1.1,0,83.4,100.0
8.9,9.5,72.5,13.8,40.3,3.9,6.3,33.7,10.6,18.6,1.1,14.3,5.9,0,83.0,100.0
9.5,9.8,71.8,14.2,39.0,3.4,4.7,38.1,13.4,25.6,1.2,15.2,3.7,1,76.3,100.0
8.1,8.5,73.2,13.0,39.4,2.9,5.5,36.1,11.3,21.3,1.2,5.5,2.3,1,78.1,100.0
16.5,15.2,71.7,18.1,44.9,2.3,14.3,36.5,10.6,9.4,12.8,35.1,5.5,0,65.8,100.0
8.4,9.2,72.0,13.7,36.5,4.6,5.4,32.1,14.7,22.8,0.5,8.9,3.5,1,80.0,100.0
8.0,8.5,71.5,13.1,35.1,4.7,2.7,33.3,12.4,20.4,1.4,6.9,2.3,0,83.3,100.0
10.4,10.4,72.2,14.6,36.6,2.2,4.4,36.2,12.9,29.9,1.6,17.7,4.4,0,80.8,100.0
8.9,8.8,71.7,13.9,35.6,1.6,6.8,30.1,15.1,25.1,1.9,20.8,5.9,1,84.6,100.0
8.0,9.1,71.9,12.7,36.9,3.0,5.0,37.7,9.4,20.9,1.6,7.8,3.0,0,82.9,100.0
9.5,10.1,72.0,14.6,38.5,2.6,7.1,38.5,10.7,24.6,2.2,13.0,3.7,1,78.2,100.0
9.6,10.2,71.7,14.6,36.5,0.4,3.9,46.5,8.4,24.8,0.6,16.5,10.5,1,60.8,100.0
8.1,9.4,71.7,13.0,36.8,3.7,4.2,39.3,11.4,15.0,1.7,7.3,2.3,1,81.2,100.0
7.8,7.8,72.3,12.9,36.4,4.7,2.4,29.5,16.2,25.3,0.2,9.1,4.8,1,82.5,100.0
8.1,7.9,72.0,13.4,35.4,3.0,1.8,36.3,21.3,15.7,1.7,7.9,1.2,0,87.5,100.0
8.1,8.5,71.9,13.1,36.1,2.4,2.9,34.7,8.2,17.9,2.0,8.2,2.2,1,86.5,100.0
8.3,7.7,72.9,13.1,36.0,0.9,2.8,29.4,12.3,16.5,0.6,12.8,6.9,0,88.5,100.0
8.4,8.8,72.0,13.5,35.6,5.0,4.6,30.6,14.8,22.4,1.2,9.8,5.0,1,78.3,100.0
8.2,8.6,72.0,13.6,36.7,2.9,5.7,32.8,19.5,23.5,0.6,6.5,0.0,1,84.9,100.0
16.1,15.2,73.2,18.5,38.7,3.7,10.1,38.6,12.2,13.3,4.0,44.4,9.7,1,54.8,100.0
8.1,9.4,71.7,13.1,36.4,3.2,4.8,44.6,11.9,31.6,0.0,8.3,5.0,1,80.6,100.0
8.0,7.8,72.2,12.7,35.3,0.0,5.7,34.1,9.3,24.9,1.7,12.7,2.6,1,78.2,100.0
7.9,8.5,71.6,12.9,35.4,2.6,5.3,38.7,11.2,22.3,0.5,8.0,5.2,1,83.0,100.0
8.1,8.1,72.0,12.8,34.4,3.1,5.6,27.4,9.3,22.4,1.6,11.4,2.7,0,89.5,100.0
8.5,8.3,72.1,13.2,32.0,1.3,4.4,28.2,9.0,22.4,1.7,13.2,4.9,0,86.1,100.0
7.4,6.4,76.2,11.0,34.0,1.1,3.0,23.2,12.8,13.0,1.1,4.7,1.3,0,95.2,100.0
12.4,11.7,72.0,15.8,41.1,2.0,6.8,33.9,8.4,15.8,3.5,22.2,9.5,1,77.2,100.0
8.2,9.3,72.6,12.4,35.6,5.8,2.9,30.9,14.7,22.1,1.1,6.9,2.4,1,79.0,100.0
7.9,8.8,71.5,12.9,34.6,5.1,3.7,35.8,11.8,18.3,2.0,8.1,1.5,0,84.6,100.0
8.6,9.9,71.2,13.9,36.3,7.6,6.3,39.5,10.6,30.3,1.3,11.4,3.7,1,64.4,100.0
7.7,8.6,71.4,13.2,33.6,1.1,3.4,30.3,12.9,15.4,2.3,7.4,2.4,0,86.2,100.0
17.0,16.9,72.0,19.0,43.3,5.3,13.6,36.6,8.4,15.0,5.9,50.0,11.4,1,49.0,100.0
8.2,9.3,71.6,13.3,36.4,5.4,5.4,43.0,9.8,22.2,1.4,8.6,2.9,1,76.0,100.0
8.3,8.4,74.3,13.0,35.5,2.9,4.0,25.8,12.9,13.1,1.9,8.8,4.8,0,89.4,100.0
8.7,8.4,71.5,13.0,33.7,3.0,2.9,32.0,12.4,18.8,1.2,9.7,3.2,0,83.0,100.0
21.6,19.6,72.4,21.5,46.8,3.8,23.0,30.0,6.2,7.0,4.8,50.5,22.8,0,56.5,100.0
8.0,8.9,73.0,13.3,35.8,1.6,3.9,28.2,10.8,18.2,1.9,12.6,6.0,0,87.4,100.0
8.7,8.6,73.0,13.5,35.6,2.6,5.6,33.5,15.2,25.5,1.3,10.8,4.5,1,83.2,100.0
8.1,8.2,71.4,13.3,36.9,4.2,1.8,39.0,11.0,27.8,0.9,7.4,0.6,1,83.9,100.0
12.2,11.7,72.5,16.1,44.9,3.6,6.6,36.2,15.0,19.9,3.1,20.2,4.3,1,77.6,100.0
8.5,9.4,71.3,13.4,36.1,1.9,6.4,43.7,13.4,18.6,1.3,9.8,7.4,1,78.3,100.0
8.0,8.7,71.8,12.9,35.9,6.3,3.5,31.7,10.8,21.0,1.1,8.0,3.9,1,86.7,100.0
7.6,7.8,71.8,12.5,34.2,2.5,3.8,36.2,9.7,21.0,0.2,4.1,2.7,0,81.0,100.0
8.1,8.0,71.8,12.9,35.4,0.7,2.7,36.6,17.8,25.5,0.2,8.2,0.5,1,77.9,100.0
22.2,20.1,71.6,21.9,47.3,5.0,16.3,31.4,4.7,7.2,5.9,59.0,19.6,0,46.7,100.0
10.5,11.7,71.6,15.4,38.3,2.8,9.2,42.1,9.2,21.4,3.1,21.7,6.0,0,82.1,100.0
8.3,8.5,72.8,13.3,34.6,2.8,5.7,32.9,15.1,20.7,1.8,10.0,2.1,1,80.8,100.0
7.6,7.6,72.3,12.1,38.2,1.2,4.3,28.2,11.8,17.9,2.2,7.6,2.3,0,85.2,100.0
9.3,9.3,72.8,13.8,36.3,4.0,6.1,36.0,11.5,23.0,3.2,14.7,3.7,0,74.5,100.0
8.3,9.1,71.1,12.9,36.5,2.8,5.7,33.6,11.4,19.0,1.2,8.8,5.9,0,84.1,100.0
18.1,15.8,72.1,18.5,48.4,0.6,10.2,42.0,10.6,10.1,20.6,44.5,10.2,1,68.1,100.0
11.0,11.7,75.6,19.4,38.3,3.6,6.5,33.6,8.7,20.0,2.9,15.4,4.8,0,85.6,100.0
11.7,15.2,73.4,19.2,36.7,5.4,10.9,41.8,4.7,14.6,3.2,13.6,4.6,0,82.4,100.0
12.0,14.6,73.7,21.1,35.3,4.7,10.5,48.4,6.5,23.2,2.6,18.1,5.7,0,73.3,100.0
12.3,16.4,73.8,19.7,37.5,8.2,15.3,43.3,6.4,18.1,3.5,21.1,4.6,0,78.4,100.0
10.3,11.2,75.3,18.5,32.3,3.5,6.7,35.9,7.9,20.3,2.7,9.5,3.3,0,84.0,100.0
11.1,12.3,76.6,18.7,40.2,4.5,8.1,31.6,9.4,16.8,3.5,14.2,5.2,0,85.1,100.0
12.1,14.7,74.8,21.3,40.6,7.3,12.6,39.9,6.2,20.5,5.6,19.0,6.5,0,70.8,100.0
11.1,13.5,73.7,20.0,35.7,5.8,9.7,44.6,6.7,17.5,2.0,17.2,4.8,0,73.3,100.0
11.7,13.1,75.0,19.6,37.2,5.1,6.9,40.9,6.5,19.7,2.3,17.4,7.0,0,73.7,100.0
11.9,13.0,74.7,20.3,38.4,4.3,8.9,37.8,7.5,21.7,3.6,19.0,6.2,0,75.5,100.0
10.1,11.9,74.6,18.3,33.4,4.4,8.3,38.4,6.4,15.0,2.8,10.2,2.5,0,83.9,100.0
12.4,13.5,74.6,20.2,36.9,3.3,12.0,42.0,3.8,17.3,3.7,17.6,4.2,0,80.3,100.0
11.6,13.7,74.9,20.6,36.9,9.1,8.9,38.7,7.6,19.4,3.5,19.0,5.4,0,67.8,100.0
12.8,15.5,73.2,21.6,36.7,8.7,9.2,48.5,5.6,24.1,1.8,24.0,7.4,0,72.0,100.0
12.4,15.0,73.0,21.0,39.0,5.9,10.3,47.0,7.0,21.3,4.1,20.3,4.7,0,72.9,100.0
11.1,12.7,75.0,19.1,38.2,4.4,7.8,38.0,8.0,17.0,2.5,16.0,3.8,0,73.4,100.0
12.6,15.6,75.1,19.9,37.2,6.0,9.8,40.6,7.6,18.8,2.3,16.5,6.3,0,80.1,100.0
11.2,13.1,74.1,19.7,37.2,4.1,7.3,39.2,8.9,30.9,2.8,12.9,4.3,0,84.5,100.0
11.3,11.3,74.4,17.5,32.6,3.9,6.0,21.3,6.1,12.4,3.4,14.3,6.4,0,90.0,100.0
12.0,15.8,73.3,20.2,36.0,7.4,12.1,39.4,5.4,18.6,2.5,18.4,7.1,0,75.9,100.0
12.0,14.4,73.6,20.3,36.9,5.6,10.0,43.0,8.3,23.5,5.4,19.3,3.6,0,75.3,100.0
10.3,12.2,74.6,18.9,36.6,3.9,8.9,39.7,7.9,16.0,2.8,10.8,3.0,0,82.7,100.0
11.8,12.9,75.1,19.8,34.5,4.2,7.9,37.3,8.1,17.3,3.4,17.4,6.1,0,83.6,100.0
11.6,11.8,75.9,18.0,32.4,2.8,7.9,33.6,8.2,21.5,3.3,11.8,4.6,0,84.5,100.0
12.3,14.8,74.4,21.3,35.3,11.2,8.5,39.7,7.4,21.6,3.7,20.5,7.1,1,75.8,100.0
11.2,12.5,73.8,19.2,39.7,4.3,7.1,41.3,7.5,19.7,2.1,14.6,5.2,0,72.4,100.0
12.5,13.3,77.3,19.6,38.6,5.3,7.6,40.0,6.2,17.5,2.9,14.5,8.6,0,81.8,100.0
11.5,12.8,75.5,19.6,33.7,3.8,8.6,43.9,6.5,19.9,3.0,13.1,3.7,0,80.9,100.0
11.7,14.8,74.5,20.7,38.7,8.3,11.7,40.6,6.6,20.6,3.1,16.5,6.2,0,71.5,100.0
11.4,13.6,75.4,20.1,37.3,5.4,9.5,41.7,6.4,21.6,2.8,15.7,4.2,0,74.3,100.0
11.9,14.8,74.3,20.9,38.2,8.7,13.1,41.7,7.1,20.5,4.0,17.2,5.9,0,74.4,100.0
12.3,15.4,75.0,19.9,38.4,6.2,9.0,38.6,8.4,18.1,4.2,17.2,5.2,0,83.9,100.0
11.1,11.0,76.4,16.9,35.0,3.4,6.1,25.1,9.0,17.5,2.9,12.7,6.0,0,86.4,100.0
13.9,16.3,74.0,22.8,38.9,9.8,8.9,43.1,3.4,21.4,4.0,29.1,10.9,0,63.0,100.0
14.9,16.5,77.0,19.8,40.6,5.1,12.7,43.5,6.0,18.1,5.6,16.6,6.6,0,72.5,100.0
11.7,13.9,74.4,20.3,37.0,5.6,10.0,44.5,6.5,22.4,2.1,17.6,4.6,0,80.1,100.0
11.7,13.1,74.7,20.0,37.5,5.5,7.9,42.6,7.5,21.1,4.3,17.6,4.7,0,79.1,100.0
15.8,16.6,78.4,20.5,42.8,4.8,12.5,46.8,5.6,18.8,4.5,20.7,10.4,0,68.1,100.0
12.2,13.8,74.8,20.8,38.8,4.7,8.6,46.9,7.8,18.0,3.2,16.7,5.3,0,78.8,100.0
11.9,14.1,75.3,20.5,38.6,5.8,8.5,44.9,4.4,23.1,2.3,19.9,6.2,0,77.5,100.0
11.3,14.3,73.3,19.6,37.0,5.6,12.5,46.2,7.2,17.2,1.9,13.6,4.2,0,71.6,100.0
10.9,13.3,74.5,19.9,36.2,5.0,10.7,44.1,8.6,20.3,2.9,13.9,4.9,0,75.6,100.0
10.8,13.0,73.6,19.6,36.9,4.2,9.5,47.7,6.4,19.9,5.5,11.2,2.8,0,79.1,100.0
11.6,14.5,74.3,20.6,36.4,8.0,10.6,45.0,6.8,22.3,4.2,17.0,7.9,0,69.5,100.0
10.7,12.5,73.9,19.0,34.7,4.8,8.9,36.3,8.5,19.6,3.4,12.5,2.4,0,78.4,100.0
12.4,15.4,73.7,20.6,35.9,6.5,12.5,40.1,8.3,22.8,1.9,22.0,4.7,0,71.6,100.0
10.8,10.2,75.9,17.9,36.4,2.6,5.3,25.1,8.8,15.8,2.6,12.7,5.6,0,85.7,100.0
15.4,19.2,74.9,20.4,41.4,8.9,17.4,42.8,3.8,15.3,2.3,27.8,13.5,0,72.8,100.0
14.5,16.9,76.2,20.8,41.4,5.7,14.7,46.5,6.2,15.6,3.2,18.6,9.0,0,77.8,100.0
11.7,13.8,74.9,20.3,40.9,6.5,7.4,43.8,7.6,17.3,4.5,16.3,7.0,0,78.1,100.0
12.3,15.0,73.4,21.5,37.4,7.2,9.5,42.9,8.4,20.3,2.7,20.6,4.9,0,66.1,100.0
10.8,12.8,76.1,19.1,36.2,4.0,10.3,42.8,7.9,19.0,2.9,11.1,6.3,0,71.2,100.0
9.9,12.3,74.5,18.1,34.1,4.9,7.8,31.7,7.7,26.4,1.8,12.2,3.2,0,84.3,100.0
12.1,15.7,73.2,21.3,36.5,8.5,11.7,48.9,6.1,15.4,3.1,18.0,2.5,0,78.9,100.0
13.1,12.6,77.7,18.6,41.1,3.2,7.3,33.2,6.5,16.9,4.2,18.7,8.2,0,84.1,100.0
11.5,13.9,74.4,19.9,34.1,7.0,11.5,39.1,7.9,19.6,3.1,16.6,4.3,0,77.5,100.0
11.3,13.3,73.8,19.6,32.4,3.7,8.5,39.7,9.4,16.0,3.7,15.1,2.9,0,83.6,100.0
10.3,11.1,75.9,17.9,31.0,3.1,5.8,32.9,11.3,16.0,1.9,9.0,2.6,0,87.0,100.0
11.3,13.2,73.9,20.1,35.0,5.2,8.8,38.2,9.0,19.4,3.0,15.9,3.5,0,83.2,100.0
12.2,14.2,74.0,20.6,36.9,4.1,10.7,48.0,7.3,20.5,2.9,16.4,3.4,0,79.8,100.0
11.1,13.5,73.0,20.0,36.4,6.9,9.9,44.2,6.2,21.4,4.4,15.8,4.6,0,78.9,100.0
11.8,14.1,75.4,20.3,35.0,7.0,8.3,39.8,7.9,21.1,3.2,16.3,4.7,0,81.5,100.0
11.4,11.5,78.4,17.7,38.4,2.1,4.4,26.9,11.4,9.3,3.5,12.1,3.9,0,90.3,100.0
11.0,12.5,74.8,19.1,34.7,5.1,8.1,40.1,8.1,20.7,2.3,8.0,2.8,0,71.2,100.0
12.3,15.4,73.8,20.3,35.7,5.9,12.9,45.7,6.6,18.0,3.8,21.8,4.2,0,76.7,100.0
12.3,14.9,75.2,20.6,36.4,5.6,11.4,45.1,5.2,20.2,2.8,17.5,7.6,0,78.7,100.0
11.6,14.6,73.3,20.6,37.9,9.5,9.1,46.6,4.9,20.0,1.9,17.3,5.4,0,69.0,100.0
12.2,16.1,73.7,21.1,37.3,11.6,10.8,44.5,7.8,20.5,4.5,22.2,5.3,0,65.8,100.0
12.1,14.9,73.7,21.0,37.0,7.8,13.0,37.8,7.5,27.3,2.1,21.5,6.9,1,73.9,100.0
10.9,13.1,74.3,20.1,37.6,7.8,9.9,35.8,11.3,20.7,3.6,11.6,6.2,0,77.5,100.0
11.1,12.6,73.8,19.6,34.8,4.6,6.5,35.4,5.8,16.4,2.9,16.3,4.3,0,81.8,100.0
11.5,14.4,73.7,20.2,40.9,4.6,12.2,38.7,7.0,18.3,4.5,16.8,5.8,0,85.0,100.0
10.4,11.3,75.7,18.9,36.4,3.0,6.3,36.2,9.1,22.4,2.9,13.7,5.8,0,83.5,100.0
10.6,12.6,74.7,18.4,34.1,4.7,7.5,39.3,8.3,14.7,3.2,12.1,2.7,0,85.1,100.0
10.4,10.7,74.7,17.6,34.7,2.7,5.0,27.5,8.3,10.5,2.8,10.2,2.5,0,91.1,100.0
12.8,15.6,74.0,22.0,37.1,7.5,12.6,46.2,6.1,16.7,5.1,23.2,4.2,0,68.3,100.0
12.4,15.2,74.3,21.3,37.3,5.1,12.8,39.8,6.7,20.8,2.3,20.1,4.1,0,76.5,100.0
11.0,13.2,74.5,19.4,40.4,4.3,9.2,35.4,8.3,19.5,2.6,13.8,3.2,0,80.5,100.0
14.1,12.8,79.3,18.0,38.2,3.5,7.2,27.6,6.3,13.7,4.9,18.6,8.3,0,82.2,100.0
10.7,12.8,74.2,19.4,37.0,4.2,8.6,42.8,6.9,16.4,2.7,14.2,5.5,0,82.6,100.0
10.6,12.7,74.7,18.8,34.4,3.9,9.3,40.9,7.2,19.8,2.5,13.6,4.6,0,78.9,100.0
11.0,11.7,75.4,19.6,36.2,3.8,7.9,33.3,9.6,21.7,3.7,15.6,5.4,0,83.0,100.0
9.7,10.7,75.9,17.7,34.9,3.3,6.0,29.1,8.8,15.8,2.4,9.8,3.1,0,89.8,100.0
11.4,12.1,76.2,19.3,41.4,3.6,7.6,36.3,9.9,14.5,3.1,11.3,3.9,0,80.1,100.0
11.3,13.5,74.0,18.4,36.3,4.3,9.9,45.7,7.7,12.2,1.6,12.5,3.3,0,76.1,100.0
11.5,14.0,74.0,20.0,38.1,5.2,8.6,36.8,8.3,23.6,2.8,15.4,6.2,0,76.3,100.0
11.5,14.4,75.5,20.6,37.6,9.0,11.8,42.3,8.3,17.9,3.2,16.3,4.9,0,69.5,100.0
12.5,15.7,74.0,21.4,39.5,9.8,9.3,49.3,7.6,23.3,2.0,17.3,9.2,0,74.9,100.0
12.1,16.0,74.0,20.3,36.4,6.1,10.6,46.1,6.4,17.5,2.0,19.1,6.1,0,75.9,100.0
10.6,11.0,75.2,18.3,29.1,3.0,6.3,28.9,7.3,18.2,3.0,15.3,6.1,0,84.5,100.0
12.3,15.1,73.8,19.8,37.0,6.4,11.1,45.1,6.3,19.0,2.6,17.8,7.2,0,77.0,100.0
12.0,13.1,75.7,20.1,37.3,4.5,8.3,43.8,4.8,18.3,2.0,19.3,7.2,0,74.1,100.0
11.6,14.7,74.4,20.5,36.1,7.2,11.3,40.5,7.1,20.2,3.1,15.9,4.3,0,78.3,100.0
7.8,6.9,75.5,13.9,27.6,1.7,2.6,12.9,6.6,13.3,1.6,3.9,2.2,0,95.0,100.0
9.5,9.7,74.8,16.6,31.2,2.4,4.6,28.9,7.4,15.4,2.5,8.4,2.6,0,88.0,100.0
12.6,23.9,70.5,17.5,42.3,5.6,12.4,38.7,7.4,14.5,1.7,15.3,6.0,0,77.9,100.0
12.5,29.7,69.5,17.0,39.3,14.1,9.8,31.3,7.6,9.7,2.0,12.3,2.7,0,89.7,100.0
13.5,23.7,72.0,19.3,43.0,6.9,9.3,31.6,8.6,16.2,3.7,17.3,5.6,0,87.2,100.0
11.7,22.9,70.1,17.8,37.6,5.7,5.6,33.0,7.9,27.3,4.0,22.5,5.3,0,88.2,100.0
9.3,16.2,69.9,17.6,36.1,2.7,6.7,38.1,6.6,20.2,2.0,11.5,3.4,0,79.6,100.0
8.4,14.2,69.8,16.4,33.7,4.1,3.8,27.3,10.1,23.0,0.6,3.8,0.4,0,88.1,100.0
12.7,30.9,68.6,16.4,40.0,9.1,10.2,39.8,5.2,14.7,3.7,12.5,5.1,0,82.8,100.0
10.7,21.1,69.5,17.1,35.6,5.9,6.9,33.7,6.1,19.6,3.5,9.4,3.3,0,81.6,100.0
12.6,32.8,69.3,16.8,38.2,8.9,19.2,34.2,4.8,13.4,1.4,10.9,10.8,0,79.8,100.0
9.9,18.1,69.6,16.7,35.3,3.6,5.7,28.7,10.6,27.3,3.6,12.0,1.3,0,86.7,100.0
11.0,23.7,69.9,16.1,36.7,7.8,7.8,31.3,7.0,15.0,2.5,10.9,2.6,0,83.8,100.0
10.1,18.8,69.3,17.9,36.7,2.1,13.9,37.6,6.5,24.0,1.8,15.3,5.0,1,80.6,100.0
14.3,31.5,69.1,16.6,41.2,8.3,12.6,32.4,7.2,12.3,3.1,17.9,5.6,0,72.0,100.0
12.1,19.5,73.1,17.3,40.1,3.6,5.3,25.9,11.1,10.9,4.5,14.3,6.1,0,88.9,100.0
12.7,25.4,69.0,16.6,38.8,6.8,7.9,24.4,8.3,12.1,3.6,15.1,6.5,0,86.7,100.0
9.4,17.9,70.2,16.4,35.5,5.5,4.3,28.7,11.1,24.8,2.5,10.6,1.9,0,87.2,100.0
8.3,14.2,69.5,15.1,32.5,2.8,5.0,24.9,7.5,24.9,2.3,2.4,4.1,1,84.2,100.0
10.5,19.7,70.1,17.9,35.8,4.0,6.5,33.2,9.5,24.5,2.1,14.5,3.1,0,77.6,100.0
11.7,17.7,71.4,18.1,39.7,3.2,7.0,33.8,8.1,16.4,2.3,16.4,6.3,0,74.6,100.0
11.0,18.7,72.6,15.1,37.9,4.7,6.5,24.2,8.9,11.8,3.2,7.4,2.7,0,90.7,100.0
11.8,18.8,71.6,16.9,34.7,5.3,6.0,21.0,6.7,9.4,2.7,23.6,5.4,0,83.5,100.0
10.7,20.5,70.5,14.9,35.7,3.8,8.2,16.4,4.0,23.1,2.2,14.1,6.3,0,78.3,100.0
13.0,25.2,70.1,19.1,40.8,5.9,8.9,35.7,10.0,24.5,1.0,19.3,8.1,1,68.4,100.0
18.3,43.1,68.9,17.9,44.5,13.4,18.0,26.5,1.6,18.9,0.8,37.5,13.7,0,66.0,100.0
10.9,21.0,69.5,17.8,37.7,4.2,8.9,34.8,7.5,19.8,3.0,13.2,6.9,0,82.0,100.0
10.6,20.6,69.8,17.4,35.9,5.6,11.6,34.0,6.3,20.7,3.1,13.0,5.3,0,77.9,100.0
9.9,19.1,69.9,16.9,35.9,5.7,5.7,30.4,5.9,22.7,2.1,7.2,3.3,0,86.2,100.0
12.8,29.7,70.8,17.2,40.8,8.5,11.4,38.5,4.3,14.5,1.4,13.3,4.9,0,82.1,100.0
11.9,26.7,69.2,16.1,36.8,9.5,7.5,32.3,9.5,17.7,2.6,9.7,2.8,0,79.5,100.0
9.3,16.2,70.2,17.6,35.8,3.1,7.3,34.0,7.6,20.3,2.6,8.3,4.1,0,82.0,100.0
17.1,40.5,70.5,17.0,44.6,17.1,13.5,26.1,7.4,13.5,3.4,26.3,6.9,0,68.0,100.0
12.5,22.6,71.4,18.3,39.9,6.7,5.9,33.7,7.4,17.9,4.7,19.5,5.0,0,80.0,100.0
