state,county,name,ed_lt9,ed_9_12,ed_hs,ed_sc,ed_asc,ed_b,ed_gr,age_gte65,race_white,race_black,race_aian,race_asian,race_nhopi,race_other,eth_hisp,sex_male,sex_female,occ_n_lab,occ_mgt,occ_svc,occ_sales,occ_nat_res,occ_prod,hlth_unins,ses_pov,tp_veh_0,tp_veh_1,tp_veh_2,tp_veh_3,dg_bb_int
01,001,"Autauga County, Alabama",2.0,8.4,32.8,19.6,9.1,16.4,11.7,15.1,75.1,19.7,0.2,1.1,0.0,0.3,3.0,48.4,51.6,40.9,38.1,15.1,21.9,9.5,15.5,7.9,13.6,5.4,31.5,33.8,29.3,85.5
01,003,"Baldwin County, Alabama",2.1,6.9,27.4,21.7,9.5,20.6,11.8,20.6,84.5,8.8,0.6,1.0,0.0,1.8,4.7,48.8,51.2,40.8,36.1,17.8,23.6,9.5,13.0,9.7,9.2,2.4,31.7,43.2,22.7,87.9
01,005,"Barbour County, Alabama",7.4,16.9,36.7,20.5,7.3,6.7,4.4,19.0,45.5,47.4,0.3,0.4,0.0,3.9,4.7,52.9,47.1,54.6,25.6,20.7,19.9,12.2,21.6,10.4,26.5,11.2,33.3,33.8,21.7,64.6
01,007,"Bibb County, Alabama",6.2,13.3,43.9,18.0,6.7,7.9,4.0,16.0,75.9,22.3,0.1,0.2,0.0,0.1,2.8,54.9,45.1,50.3,22.0,16.8,21.5,16.6,23.1,10.0,16.9,6.3,24.7,37.7,31.3,74.6
01,009,"Blount County, Alabama",6.8,9.6,35.1,21.5,12.1,9.3,5.6,18.0,92.5,1.3,0.3,0.4,0.1,2.1,9.5,50.1,49.9,44.9,28.2,13.8,21.6,15.3,21.1,10.0,13.2,4.5,25.0,32.1,38.4,81.0
01,011,"Bullock County, Alabama",6.4,16.0,41.3,19.2,5.4,8.1,3.5,16.2,24.8,69.0,0.0,0.4,0.0,4.0,8.5,54.5,45.5,51.9,19.9,16.7,10.7,14.9,37.8,10.1,30.9,13.0,38.6,29.5,18.9,59.4
01,013,"Butler County, Alabama",3.8,10.6,45.2,18.7,7.6,8.1,5.9,20.8,51.6,44.8,0.2,1.5,0.0,0.2,1.6,46.8,53.2,46.8,26.6,15.3,21.8,12.1,24.2,11.4,18.2,5.6,31.7,31.3,31.4,76.3
01,015,"Calhoun County, Alabama",4.3,10.5,34.6,23.2,7.9,11.4,8.1,17.7,72.8,21.5,0.2,0.8,0.2,1.7,4.0,48.2,51.8,43.5,30.1,18.1,21.8,9.6,20.3,11.2,17.5,6.0,30.9,35.9,27.3,81.6
01,017,"Chambers County, Alabama",6.0,11.2,36.2,23.1,9.8,9.6,4.1,19.6,56.9,40.1,0.2,1.0,0.0,0.5,2.7,48.0,52.0,43.7,26.3,16.6,17.6,9.4,30.0,10.5,15.1,6.7,27.2,37.4,28.7,77.1
01,019,"Cherokee County, Alabama",7.3,12.8,36.9,19.5,10.6,6.2,6.6,22.9,91.5,4.7,0.3,0.1,0.0,1.0,1.8,49.5,50.5,50.6,32.1,15.1,16.3,13.1,23.5,9.8,15.0,3.6,26.4,38.7,31.3,76.7
01,021,"Chilton County, Alabama",6.1,12.2,42.9,17.8,7.5,7.9,5.6,16.4,81.1,8.8,1.4,0.5,0.0,3.8,8.0,48.8,51.2,46.0,23.1,12.8,21.2,19.8,23.1,12.4,15.7,3.4,26.1,40.3,30.2,78.3
01,023,"Choctaw County, Alabama",6.6,12.8,37.5,21.2,10.2,8.1,3.6,22.8,56.7,41.3,0.1,0.1,0.0,0.7,1.1,47.7,52.3,54.3,22.7,14.8,26.5,18.1,17.9,11.1,21.6,6.4,25.9,38.5,29.2,63.7
01,025,"Clarke County, Alabama",5.4,12.3,41.4,19.0,7.9,8.5,5.4,19.7,52.0,45.4,0.1,0.4,0.0,0.8,1.4,47.7,52.3,51.9,26.4,15.3,25.3,13.1,19.9,10.9,21.9,8.9,30.0,33.5,27.6,67.8
01,027,"Clay County, Alabama",6.0,11.0,38.2,19.5,11.9,8.9,4.5,20.2,82.1,13.3,0.2,0.2,0.0,0.1,3.1,49.2,50.8,49.4,32.0,9.4,17.2,10.6,30.8,8.3,16.9,6.5,24.2,33.2,36.1,73.4
01,029,"Cleburne County, Alabama",6.0,10.9,37.5,22.1,7.1,12.2,4.2,19.2,93.1,2.6,0.2,0.0,0.0,2.1,2.6,49.0,51.0,49.7,29.5,14.4,17.8,15.5,22.8,11.0,14.2,6.9,25.2,35.7,32.3,72.8
01,031,"Coffee County, Alabama",4.7,8.9,28.0,22.5,13.2,14.2,8.5,16.9,73.8,17.0,0.8,1.4,0.0,1.5,8.1,49.7,50.3,42.2,32.2,16.9,19.9,13.5,17.5,10.5,15.9,4.3,30.3,36.3,29.1,83.8
01,033,"Colbert County, Alabama",3.8,9.4,37.7,22.8,8.4,11.1,6.8,19.6,78.2,16.4,0.4,0.5,0.1,2.2,3.1,48.6,51.4,43.5,32.4,14.9,19.4,11.4,21.9,6.6,15.1,4.0,30.8,38.1,27.2,74.5
01,035,"Conecuh County, Alabama",3.2,9.2,48.5,17.7,8.9,6.8,5.7,22.8,50.1,48.1,0.2,0.4,0.0,0.2,0.1,48.8,51.2,56.1,22.6,13.4,23.4,6.8,33.8,8.3,13.0,7.1,39.4,34.1,19.4,61.6
01,037,"Coosa County, Alabama",3.2,11.7,41.8,22.7,9.5,7.8,3.4,23.7,66.2,30.7,0.4,0.0,0.0,0.8,2.6,52.0,48.0,51.8,21.9,16.7,26.8,14.5,20.1,6.6,11.1,2.4,23.1,43.5,31.0,75.0
01,039,"Covington County, Alabama",4.6,10.3,38.0,20.6,10.8,9.5,6.3,20.9,84.1,12.3,0.3,0.6,0.1,0.5,1.8,48.7,51.3,45.9,31.2,14.8,18.4,14.7,20.9,11.1,18.0,5.2,32.9,38.5,23.4,75.1
01,041,"Crenshaw County, Alabama",6.9,11.9,41.8,14.7,8.3,11.5,4.9,19.3,70.6,24.5,0.2,1.3,0.0,0.0,0.8,48.6,51.4,47.9,23.3,14.5,24.1,9.7,28.4,7.3,13.1,7.8,31.4,36.3,24.5,64.4
01,043,"Cullman County, Alabama",4.6,11.2,32.4,24.2,11.1,10.8,5.7,18.2,92.8,1.1,0.5,0.4,0.0,1.6,4.5,49.5,50.5,42.2,27.5,16.3,22.7,14.2,19.3,10.9,12.2,3.3,27.4,36.0,33.3,81.9
01,045,"Dale County, Alabama",4.4,10.7,30.9,25.1,10.1,12.6,6.1,17.0,70.8,20.7,0.9,1.4,0.0,2.4,6.9,49.8,50.2,44.6,28.1,16.8,21.2,15.5,18.4,10.2,16.7,4.8,34.0,35.1,26.0,82.3
01,047,"Dallas County, Alabama",3.5,10.6,38.2,20.5,11.1,9.8,6.3,18.3,26.9,71.7,0.2,0.6,0.0,0.0,0.1,46.3,53.7,47.4,26.5,14.4,23.5,8.0,27.6,9.9,24.3,12.9,36.5,27.4,23.2,72.8
01,049,"DeKalb County, Alabama",10.8,11.0,33.5,20.0,10.3,8.8,5.7,16.9,83.7,1.6,0.9,0.1,0.1,9.3,15.1,49.8,50.2,44.5,27.3,15.7,15.7,14.0,27.4,15.1,20.6,4.4,27.6,36.6,31.5,79.9
01,051,"Elmore County, Alabama",3.6,8.7,32.1,21.0,10.1,16.5,8.0,15.5,74.7,20.8,0.4,1.0,0.0,0.7,3.1,48.7,51.3,42.5,37.5,14.3,23.7,9.5,15.1,8.6,10.3,4.4,26.4,36.3,32.9,85.4
01,053,"Escambia County, Alabama",4.6,13.6,43.7,17.5,8.0,8.5,4.1,18.0,61.6,31.2,3.2,0.2,0.0,0.7,2.5,51.2,48.8,51.2,24.7,23.0,21.5,10.5,20.3,12.2,23.5,6.2,39.3,36.5,18.1,68.1
01,055,"Etowah County, Alabama",3.9,9.9,33.8,24.5,10.0,10.9,7.1,18.9,78.3,15.6,0.3,0.7,0.0,1.8,4.3,48.4,51.6,44.3,29.1,17.5,21.1,10.5,21.8,12.2,16.0,5.2,30.6,36.0,28.2,82.3
01,057,"Fayette County, Alabama",5.8,11.2,41.0,21.8,8.4,8.7,3.1,21.0,84.2,12.7,0.2,0.4,0.0,0.1,0.5,49.7,50.3,47.9,23.5,15.0,18.4,9.7,33.3,10.6,21.3,10.3,28.6,28.5,32.6,71.9
01,059,"Franklin County, Alabama",6.8,13.7,42.2,17.1,5.9,10.0,4.3,16.5,78.1,4.4,1.0,0.3,0.0,13.7,18.2,49.6,50.4,44.7,24.8,14.1,16.1,13.1,31.8,12.7,18.1,6.7,27.5,34.3,31.5,60.7
01,061,"Geneva County, Alabama",6.1,11.4,36.6,20.8,11.7,9.0,4.5,20.0,84.2,9.6,0.6,0.6,0.0,2.6,4.3,49.2,50.8,48.8,30.4,16.8,19.1,15.7,18.1,11.9,23.5,7.1,28.8,33.9,30.3,72.1
01,063,"Greene County, Alabama",2.3,13.2,39.3,22.9,9.6,8.5,4.2,22.9,17.6,79.2,0.0,0.0,0.0,0.5,2.6,48.1,51.9,60.7,17.1,15.5,17.4,22.7,27.3,18.0,39.8,17.6,33.7,36.3,12.5,55.8
01,065,"Hale County, Alabama",4.8,14.0,39.1,17.5,8.9,10.9,4.9,19.4,38.3,59.0,0.0,0.3,0.0,0.2,0.1,47.7,52.3,50.0,33.7,18.2,19.6,6.8,21.7,7.1,24.9,10.5,35.6,27.3,26.7,67.5
01,067,"Henry County, Alabama",6.9,11.8,32.2,18.4,9.1,14.4,7.2,22.4,70.0,26.6,0.2,0.4,0.1,0.6,2.7,47.7,52.3,46.5,30.8,17.7,22.2,11.6,17.7,9.0,14.4,6.7,28.5,34.6,30.2,80.4
01,069,"Houston County, Alabama",3.5,8.8,32.1,23.7,9.7,14.1,8.1,17.8,67.4,27.3,0.2,0.9,0.0,0.8,3.5,48.2,51.8,43.4,32.9,19.0,23.0,9.4,15.7,11.4,17.7,6.3,34.2,38.3,21.2,80.6
01,071,"Jackson County, Alabama",5.7,11.9,38.3,18.9,9.2,9.9,6.2,20.1,90.4,3.5,0.9,0.3,0.0,1.3,3.1,49.4,50.6,50.8,33.6,13.5,17.5,12.1,23.4,10.7,17.6,4.8,29.0,36.2,30.0,78.4
01,073,"Jefferson County, Alabama",2.4,6.6,26.4,21.6,8.3,21.2,13.5,15.9,50.9,42.9,0.2,1.7,0.0,1.8,4.1,47.5,52.5,38.6,41.3,16.1,22.0,7.1,13.5,9.1,15.9,7.2,34.4,36.0,22.4,85.2
01,075,"Lamar County, Alabama",6.2,11.4,41.7,21.4,9.4,6.2,3.7,21.8,86.9,11.1,0.0,0.1,0.0,0.2,1.0,49.6,50.4,49.9,27.7,12.4,19.4,10.1,30.4,7.1,16.3,7.3,30.6,31.3,30.8,65.8
01,077,"Lauderdale County, Alabama",2.9,8.4,35.1,20.2,7.9,16.0,9.5,19.8,85.0,10.0,0.4,0.5,0.1,0.5,2.9,48.3,51.7,42.9,30.2,18.6,23.8,10.3,17.1,9.8,13.3,6.0,30.3,34.6,29.1,78.1
01,079,"Lawrence County, Alabama",5.5,11.3,41.3,18.9,7.7,9.8,5.5,18.1,77.1,10.4,5.4,0.2,0.0,0.9,2.4,48.4,51.6,47.5,28.7,16.7,18.7,11.1,24.9,9.2,15.4,5.2,25.8,32.4,36.5,68.5
01,081,"Lee County, Alabama",2.9,5.8,22.1,21.0,9.7,20.8,17.8,12.3,69.3,22.4,0.1,4.4,0.0,0.9,3.8,49.4,50.6,40.1,44.1,16.8,19.1,7.8,12.1,8.1,19.9,4.6,30.4,39.8,25.3,85.9
01,083,"Limestone County, Alabama",4.6,8.9,27.3,22.0,8.8,18.9,9.5,15.1,77.4,13.1,0.8,1.8,0.1,2.5,6.2,50.1,49.9,41.0,38.3,13.4,19.5,11.1,17.7,8.1,11.5,2.9,25.2,38.9,32.9,86.5
01,085,"Lowndes County, Alabama",4.6,10.6,43.1,16.9,9.6,8.1,7.0,19.0,24.8,74.8,0.0,0.0,0.0,0.0,0.2,48.1,51.9,51.4,23.7,14.1,22.0,9.7,30.5,9.2,21.5,10.2,41.1,26.5,22.3,55.8
01,087,"Macon County, Alabama",3.4,13.0,30.0,24.8,7.5,11.4,9.9,20.3,16.6,81.0,0.0,0.2,0.0,0.2,0.5,46.0,54.0,49.2,33.6,20.7,20.1,4.8,20.8,9.7,22.2,9.6,38.5,26.2,25.6,69.2
01,089,"Madison County, Alabama",2.3,5.7,19.2,20.8,7.7,26.9,17.4,14.9,66.7,24.3,0.5,2.6,0.1,1.5,5.2,49.2,50.8,35.9,49.7,14.0,18.9,6.1,11.3,8.1,10.9,4.0,33.3,37.4,25.3,88.9
01,091,"Marengo County, Alabama",2.6,10.8,35.7,21.2,10.0,11.0,8.7,19.7,45.4,51.3,0.3,0.5,0.0,0.5,2.8,48.1,51.9,50.2,32.5,18.2,17.2,12.2,19.9,10.3,22.3,9.4,40.9,29.9,19.7,72.1
01,093,"Marion County, Alabama",5.8,12.9,35.6,21.9,11.2,7.4,5.2,20.8,91.6,4.0,0.2,0.3,0.0,1.7,2.6,49.8,50.2,48.0,26.8,14.3,19.1,12.9,26.9,11.6,17.5,4.6,28.2,37.0,30.3,73.2
01,095,"Marshall County, Alabama",6.9,9.6,31.2,20.8,10.2,14.6,6.8,16.9,88.8,2.9,0.5,0.7,0.0,2.8,14.7,49.7,50.3,44.1,34.5,15.1,18.5,9.7,22.2,11.9,17.7,4.8,26.8,38.9,29.5,85.8
01,097,"Mobile County, Alabama",2.9,9.3,34.2,21.1,8.6,15.4,8.5,16.3,57.4,36.1,0.5,2.0,0.0,1.2,3.0,47.9,52.1,42.7,34.1,17.7,21.5,10.6,16.2,11.4,17.6,6.8,33.7,36.6,22.9,79.9
01,099,"Monroe County, Alabama",3.7,13.9,44.7,16.5,8.3,8.1,4.8,20.3,54.1,42.2,1.5,0.4,0.0,0.2,0.4,47.8,52.2,55.1,25.9,18.1,23.7,10.2,22.2,12.4,22.2,6.9,35.5,35.7,21.9,53.0
01,101,"Montgomery County, Alabama",3.8,8.5,25.8,20.8,7.7,19.5,13.8,15.1,33.9,58.5,0.2,3.2,0.0,1.2,3.7,47.3,52.7,40.0,37.0,16.8,23.0,5.6,17.6,10.4,19.6,7.1,38.5,34.3,20.0,84.5
01,103,"Morgan County, Alabama",6.1,9.2,31.2,21.8,9.0,15.4,7.4,17.5,77.6,13.1,0.4,0.5,0.2,4.0,8.7,49.5,50.5,42.2,32.1,15.6,20.5,10.4,21.3,10.8,14.6,4.8,29.4,35.7,30.1,79.9
01,105,"Perry County, Alabama",5.6,15.8,40.1,16.0,3.7,12.3,6.6,19.6,29.5,70.1,0.0,0.1,0.0,0.1,1.0,46.1,53.9,57.3,26.3,17.8,20.2,7.8,27.9,9.2,35.7,9.9,47.1,22.0,21.0,57.3
01,107,"Pickens County, Alabama",6.1,10.6,42.3,20.4,7.3,8.9,4.4,18.9,57.2,40.1,0.1,0.0,0.0,0.9,5.2,47.8,52.2,53.5,29.4,16.1,16.3,13.2,25.1,9.1,22.7,7.7,28.4,31.6,32.3,72.6
01,109,"Pike County, Alabama",3.3,9.4,36.3,19.0,4.3,16.3,11.5,15.2,57.2,36.5,0.4,2.0,0.0,0.2,2.4,48.0,52.0,48.2,34.7,17.8,19.3,8.3,19.9,8.8,23.8,6.8,37.1,33.5,22.6,74.0
01,111,"Randolph County, Alabama",6.5,13.2,34.4,19.5,10.1,9.2,7.1,20.9,77.1,18.6,0.1,0.1,0.0,0.7,2.9,48.9,51.1,50.8,30.1,14.4,18.1,9.8,27.6,9.6,18.2,4.9,27.9,33.8,33.4,76.6
01,113,"Russell County, Alabama",5.0,9.8,29.5,26.5,12.0,10.9,6.4,14.4,47.2,44.7,0.3,1.1,0.1,2.9,5.7,48.3,51.7,44.2,30.2,14.9,24.3,10.1,20.5,10.6,21.9,7.9,35.4,34.9,21.8,75.2
01,115,"St. Clair County, Alabama",4.8,9.2,35.2,23.1,9.3,12.3,6.1,16.7,86.2,9.5,0.4,0.6,0.0,1.3,2.5,50.0,50.0,41.7,34.7,15.0,20.8,12.8,16.7,8.2,12.1,3.6,22.6,40.5,33.3,86.2
01,117,"Shelby County, Alabama",2.0,4.4,19.8,20.7,8.3,29.5,15.3,15.6,78.7,12.6,0.3,1.9,0.0,2.7,5.8,48.6,51.4,34.3,47.3,13.2,22.7,7.7,9.1,6.5,7.0,2.5,25.0,43.1,29.4,92.1
01,119,"Sumter County, Alabama",3.0,9.8,33.5,27.0,7.2,10.8,8.7,18.8,25.7,71.3,0.1,1.3,0.0,0.4,1.2,46.1,53.9,54.1,21.9,25.0,25.0,11.3,16.7,11.0,31.6,8.1,36.1,28.8,26.9,67.3
01,121,"Talladega County, Alabama",4.6,12.5,34.6,23.6,8.8,9.1,6.8,17.8,63.0,32.2,0.2,0.3,0.1,1.2,2.4,48.4,51.6,47.2,26.9,16.6,19.3,11.4,25.7,9.8,18.6,8.4,29.9,32.1,29.6,80.9
01,123,"Tallapoosa County, Alabama",5.0,13.5,31.6,22.8,9.1,11.0,7.1,21.5,69.3,27.3,0.1,0.2,0.0,0.9,2.5,48.9,51.1,47.8,25.3,16.5,22.6,11.5,24.1,9.1,16.8,7.1,28.6,34.5,29.9,79.1
01,125,"Tuscaloosa County, Alabama",2.9,7.5,29.8,20.3,8.9,18.1,12.6,13.4,62.5,32.2,0.1,1.7,0.0,0.9,3.9,48.4,51.6,38.4,36.4,16.4,20.8,9.2,17.2,7.0,15.8,5.3,34.5,37.0,23.2,85.1
01,127,"Walker County, Alabama",5.6,12.1,34.6,23.0,10.7,8.5,5.6,19.2,88.6,5.9,0.2,0.2,0.0,1.7,2.7,49.5,50.5,47.4,26.2,18.7,22.2,13.0,19.9,12.0,16.9,4.8,29.0,36.1,30.2,78.6
01,129,"Washington County, Alabama",4.2,9.7,42.5,21.3,8.7,5.9,7.6,20.6,65.8,23.8,7.2,0.1,0.0,0.2,1.1,51.5,48.5,55.7,34.3,14.9,14.7,12.4,23.7,11.3,16.7,3.5,24.7,33.8,38.0,71.0
01,131,"Wilcox County, Alabama",5.5,15.3,39.2,22.5,6.5,7.3,3.7,19.8,27.2,70.8,0.1,0.0,0.0,0.0,0.5,46.4,53.6,56.8,20.2,16.9,21.0,14.7,27.1,10.3,27.4,14.2,29.0,33.5,23.3,71.1
01,133,"Winston County, Alabama",5.9,14.8,38.7,19.6,7.5,7.5,6.0,21.5,94.1,0.9,0.6,0.2,0.1,1.7,3.2,50.0,50.0,48.4,26.9,12.0,18.5,12.6,30.0,11.3,19.3,4.5,25.6,36.6,33.4,76.3
02,013,"Aleutians East Borough, Alaska",6.1,9.2,41.6,21.9,5.4,10.6,5.4,11.7,14.6,2.1,44.1,20.9,0.3,6.5,10.5,59.1,40.9,22.5,23.9,13.2,11.7,12.7,38.6,40.0,13.4,24.0,37.2,28.0,10.8,57.5
02,016,"Aleutians West Census Area, Alaska",4.8,4.1,43.4,25.1,5.8,14.4,2.4,7.0,24.5,3.5,10.5,45.8,1.7,5.5,9.7,57.0,43.0,16.8,16.1,15.5,23.3,10.9,34.1,19.6,8.3,14.2,39.8,35.5,10.5,77.0
02,020,"Anchorage Municipality, Alaska",2.2,3.7,23.7,25.0,8.6,22.8,14.0,11.5,60.3,5.4,7.2,9.7,2.9,2.7,9.5,51.2,48.8,29.1,41.6,18.0,21.0,8.3,11.1,10.5,9.1,5.5,32.9,39.8,21.8,92.7
02,050,"Bethel Census Area, Alaska",6.9,11.2,46.6,18.1,4.5,7.3,5.5,7.5,9.6,0.9,84.5,1.4,0.2,0.2,2.1,52.5,47.5,37.3,34.4,20.5,24.4,7.4,13.3,15.1,28.5,60.1,23.9,11.6,4.4,74.8
02,060,"Bristol Bay Borough, Alaska",3.0,2.3,30.2,33.7,8.7,16.8,5.3,13.1,44.8,0.6,33.2,4.1,1.5,2.9,12.8,56.5,43.5,34.1,37.2,11.5,17.8,17.6,15.8,17.0,3.5,9.8,39.4,24.8,26.0,76.5
02,063,"Chugach Census Area, Alaska",0.9,3.7,23.3,30.3,11.0,19.0,11.7,13.5,72.8,1.7,5.8,6.3,1.1,4.2,6.0,51.9,48.1,33.1,37.6,10.8,16.2,18.8,16.6,14.6,4.1,4.5,40.2,39.5,15.8,88.9
02,066,"Copper River Census Area, Alaska",2.1,3.8,35.2,24.2,4.9,18.3,11.4,14.5,58.3,0.1,27.6,0.6,0.0,0.3,4.9,52.1,47.9,41.0,46.8,17.1,15.2,14.0,6.9,21.1,11.4,7.5,21.1,32.6,38.8,74.8
02,068,"Denali Borough, Alaska",0.4,1.2,30.4,20.9,7.6,24.7,14.7,11.8,79.9,1.2,2.5,2.2,0.0,1.6,0.6,53.4,46.6,20.3,14.5,35.8,25.1,12.1,12.5,13.9,15.7,4.7,26.7,33.1,35.4,84.0
02,070,"Dillingham Census Area, Alaska",5.4,8.1,39.9,21.3,5.8,10.2,9.4,11.2,16.2,1.3,73.4,0.2,0.1,0.6,3.3,51.7,48.3,39.1,41.8,18.0,14.9,14.2,11.1,17.3,18.0,35.2,35.3,21.7,7.7,74.4
02,090,"Fairbanks North Star Borough, Alaska",1.9,3.7,25.6,26.9,9.4,18.9,13.7,11.1,73.0,4.6,7.6,3.4,0.6,1.7,8.3,54.2,45.8,30.9,37.4,18.4,21.0,11.6,11.6,9.6,6.4,4.8,30.7,39.3,25.2,88.4
02,100,"Haines Borough, Alaska",0.5,1.8,39.4,31.6,1.0,11.7,13.9,20.9,86.2,0.0,6.7,1.9,0.0,0.1,6.6,53.4,46.6,38.9,36.1,18.1,17.3,22.3,6.1,11.8,16.7,6.5,34.8,30.3,28.5,84.1
02,105,"Hoonah-Angoon Census Area, Alaska",0.8,5.4,36.5,24.9,10.0,17.5,4.8,22.9,48.8,1.9,34.9,1.3,0.0,0.0,9.9,56.3,43.7,36.1,44.4,22.2,13.3,10.4,9.6,21.1,8.8,34.4,26.5,25.4,13.7,59.4
02,110,"Juneau City and Borough, Alaska",1.2,3.4,21.0,25.5,8.8,26.0,14.1,13.9,64.7,1.0,10.1,6.7,1.3,1.8,7.0,50.9,49.1,33.1,44.4,14.5,19.6,11.4,10.0,8.8,7.2,8.4,35.1,37.7,18.8,92.0
02,122,"Kenai Peninsula Borough, Alaska",1.7,4.4,30.9,27.1,8.6,17.6,9.8,17.9,80.7,0.7,7.5,1.8,0.4,1.7,4.4,52.3,47.7,42.4,39.4,18.6,17.0,13.4,11.6,12.8,11.9,5.5,31.8,36.0,26.7,85.0
02,130,"Ketchikan Gateway Borough, Alaska",1.3,4.7,28.9,31.4,7.3,17.9,8.5,16.0,64.4,0.8,14.8,8.5,0.2,1.6,5.7,51.6,48.4,33.0,33.2,21.0,21.5,11.5,12.8,9.5,9.4,11.6,32.7,35.4,20.4,87.6
02,150,"Kodiak Island Borough, Alaska",5.1,4.4,28.2,23.7,9.4,18.8,10.4,11.4,52.4,1.1,11.0,22.0,0.1,1.1,8.9,52.7,47.3,27.2,29.3,16.3,18.2,12.9,23.3,12.5,7.8,10.7,26.6,44.0,18.8,89.6
02,158,"Kusilvak Census Area, Alaska",4.6,15.8,55.6,18.7,2.3,2.3,0.6,5.9,3.3,0.0,93.2,0.1,0.1,0.8,1.0,54.4,45.6,42.5,28.4,27.4,19.8,11.1,13.3,15.3,36.6,88.2,10.8,1.0,0.0,70.0
02,164,"Lake and Peninsula Borough, Alaska",4.6,6.2,40.7,19.7,6.6,10.9,11.4,9.9,24.3,2.2,64.1,2.7,0.3,0.1,0.1,45.6,54.4,30.9,46.2,22.0,11.9,10.5,9.4,25.2,15.7,44.5,34.5,12.9,8.2,66.1
02,170,"Matanuska-Susitna Borough, Alaska",1.8,4.4,33.0,26.7,10.3,15.6,8.1,12.2,80.6,1.3,6.2,1.7,0.4,1.2,5.4,52.1,47.9,39.6,34.3,17.6,19.9,17.3,10.9,13.6,10.7,3.8,23.1,37.5,35.5,89.4
02,180,"Nome Census Area, Alaska",3.6,8.7,43.6,22.7,2.9,7.6,10.8,7.6,14.6,0.9,77.0,1.3,0.0,0.2,2.0,52.3,47.7,34.7,41.6,19.6,19.6,8.8,10.4,17.3,21.9,57.6,23.5,14.5,4.5,79.8
02,185,"North Slope Borough, Alaska",3.2,9.2,41.4,23.6,7.0,10.8,4.8,7.3,28.6,0.8,55.3,5.4,1.9,1.1,4.0,59.5,40.5,23.1,35.9,14.2,14.1,19.7,16.1,17.3,8.6,37.1,40.0,17.2,5.7,69.7
02,188,"Northwest Arctic Borough, Alaska",4.7,11.0,47.1,18.6,4.2,7.1,7.3,7.7,11.2,1.1,82.1,1.3,0.1,0.2,2.5,53.8,46.2,41.0,41.9,13.0,18.1,13.3,13.6,22.4,20.5,66.1,23.9,8.5,1.5,81.2
02,195,"Petersburg Borough, Alaska",3.9,4.6,31.0,23.1,8.9,22.1,6.3,28.0,64.6,1.0,6.6,16.6,0.1,0.3,5.7,51.8,48.2,40.1,24.3,20.9,20.6,15.0,19.3,10.8,4.8,12.6,35.4,35.3,16.8,85.5
02,198,"Prince of Wales-Hyder Census Area, Alaska",1.3,6.3,38.1,26.4,8.7,13.6,5.6,18.4,46.2,0.3,40.0,1.5,0.0,0.4,3.7,55.0,45.0,37.7,33.8,18.3,20.0,13.7,14.1,21.0,17.3,9.0,39.2,31.3,20.4,68.4
02,220,"Sitka City and Borough, Alaska",2.6,2.6,25.4,25.9,10.2,22.1,11.2,15.8,63.5,0.6,10.3,7.3,0.0,0.8,7.1,51.7,48.3,28.6,40.4,16.4,21.3,11.5,10.3,13.6,6.9,11.7,35.6,40.3,12.4,85.1
02,230,"Skagway Municipality, Alaska",6.4,3.1,33.5,26.7,5.2,18.7,6.3,13.3,76.5,2.9,4.4,2.6,0.0,0.2,3.8,50.2,49.8,18.6,28.9,24.4,20.1,12.0,14.5,12.6,4.8,6.2,36.2,35.6,22.1,86.9
02,240,"Southeast Fairbanks Census Area, Alaska",2.3,5.1,38.1,25.2,9.9,12.1,7.3,14.3,74.7,1.1,13.8,3.0,0.3,2.4,7.1,55.1,44.9,41.6,32.3,22.7,14.6,17.9,12.6,15.2,11.4,6.2,34.8,29.9,29.1,70.8
02,275,"Wrangell City and Borough, Alaska",1.5,13.7,37.0,25.1,7.5,11.2,4.0,24.7,59.0,0.1,22.9,1.9,2.1,1.5,5.0,56.6,43.4,52.1,35.3,18.2,16.0,14.2,16.4,16.3,12.1,10.1,36.3,38.2,15.3,77.6
02,282,"Yakutat City and Borough, Alaska",1.0,4.4,44.6,34.3,5.4,8.5,1.8,19.4,31.3,3.2,31.3,14.2,0.4,3.7,11.2,60.5,39.5,28.1,31.4,20.2,14.1,11.9,22.4,24.2,7.3,8.8,41.7,25.5,24.1,83.8
02,290,"Yukon-Koyukuk Census Area, Alaska",4.8,8.1,42.3,27.1,4.8,8.4,4.5,15.5,22.5,0.1,69.7,0.7,0.0,0.2,2.7,52.3,47.7,34.6,34.1,16.1,21.1,13.2,15.6,22.4,23.2,50.7,27.3,16.2,5.8,45.9
04,001,"Apache County, Arizona",8.1,9.8,31.0,29.9,8.4,7.7,5.1,15.4,20.9,0.9,73.7,0.5,0.1,1.3,6.8,49.7,50.3,61.2,32.3,23.1,20.3,12.5,11.9,26.8,33.9,13.7,35.7,28.0,22.6,42.9
04,003,"Cochise County, Arizona",4.7,6.6,24.4,27.4,11.1,15.9,9.9,22.5,76.7,3.9,1.1,1.9,0.3,3.8,35.7,51.0,49.0,49.2,35.9,23.1,21.7,9.5,9.8,7.9,14.2,5.9,31.1,35.8,27.2,84.5
04,005,"Coconino County, Arizona",3.3,5.7,21.3,22.8,8.2,22.9,15.8,12.9,60.2,1.4,25.9,1.8,0.2,4.5,14.6,49.4,50.6,38.6,39.0,20.9,21.8,8.3,9.9,10.9,17.6,5.2,31.4,37.0,26.3,80.6
